radius (m),length (m),x,y,z,axis_direction(a),axis_direction(b),axis_directoin(c),branch,branch_order
0.015,0.1099,-13.359,143.892,160.382,0.0084,-0.2502,0.9682,242,5
0.015,0.042,-13.3625,143.866,160.492,0.3615,-0.4788,0.8,242,5
0.015,0.0626,-13.3786,143.872,160.523,-0.5842,-0.7208,-0.3729,242,5
0.015,0.1969,-13.3759,143.714,160.477,-0.939,-0.3381,0.0625,242,5
0.0052,0.1612,-13.4537,144.024,160.67,0.3849,-0.187,0.9038,243,5
0.0052,0.1617,-13.3917,143.994,160.816,0.1572,0.2565,-0.9537,243,5
0.0017,0.0906,-13.2628,144.341,161.061,-0.211,-0.8747,0.4364,244,5
0.0017,0.095,-13.2819,144.262,161.101,-0.2168,-0.4664,0.8576,244,5
0.003,0.1767,-13.1716,144.458,161.725,0.2394,0.7469,0.6203,245,5
0.0033,0.1683,-12.5982,143.105,161.076,-0.3426,0.597,-0.7254,246,5
0.0032,0.0667,-12.6559,143.206,160.954,-0.4689,0.5095,-0.7215,246,5
0.0032,0.06,-12.6846,143.238,160.902,-0.4784,0.6338,-0.6078,246,5
0.0032,0.2176,-12.7087,143.276,160.87,-0.2741,0.9153,0.295,246,5
0.0032,0.07,-12.7718,143.474,160.936,0.346,0.0776,0.935,246,5
0.0031,0.0355,-12.7508,143.478,161.002,0.3608,0.0371,0.9319,246,5
0.0031,0.0667,-12.7363,143.481,161.035,0.3451,0.0294,0.9381,246,5
0.0025,0.0514,-12.7094,143.486,161.096,0.3649,0.0125,0.931,246,5
0.0029,0.1054,-12.6946,143.492,161.146,0.3939,-0.1053,0.9131,246,5
0.0029,0.1778,-12.6524,143.481,161.242,0.2838,0.011,0.9588,246,5
0.0075,0.0597,-12.8494,143.727,160.544,0.3198,0.9333,-0.1631,247,5
0.0073,0.1401,-12.8348,143.778,160.521,-0.0585,0.9522,-0.2997,247,5
0.0066,0.1541,-12.844,143.845,160.537,0.2727,0.6275,0.7293,247,5
0.0044,0.1118,-12.7921,143.94,160.645,0.3411,0.6297,0.6979,247,5
0.0038,0.0794,-12.7519,144.013,160.721,0.3232,0.567,0.7577,247,5
0.0041,0.1061,-12.7257,144.062,160.779,0.2784,0.4847,0.8292,247,5
0.0025,0.1094,-12.6932,144.115,160.865,0.2476,0.3663,0.8969,247,5
0.0042,0.0864,-13.9673,142.854,160.393,-0.5404,0.728,0.4219,248,5
0.0042,0.0342,-14.0096,142.919,160.436,-0.8255,0.3829,0.4146,248,5
0.0041,0.159,-14.2521,143.052,160.493,0.1771,0.5948,-0.7841,248,5
0.0038,0.2901,-14.2721,143.162,160.523,-0.4126,0.8844,-0.2181,248,5
0.0031,0.1802,-14.33,143.288,160.389,-0.1655,0.4082,-0.8978,248,5
0.0071,0.0655,-13.9332,142.41,160.536,-0.4045,-0.3189,-0.8571,249,5
0.0071,0.0616,-13.9597,142.389,160.48,-0.9076,-0.2217,0.3565,249,5
0.0064,0.0839,-14.0214,142.374,160.492,-0.7645,-0.4047,0.5017,249,5
0.0043,0.0513,-14.0885,142.345,160.535,-0.6474,-0.4955,0.5791,249,5
0.0041,0.0847,-14.1233,142.321,160.564,-0.6173,-0.5138,0.5957,249,5
0.0049,0.0887,-14.1756,142.275,160.612,-0.5621,-0.5175,0.6452,249,5
0.0036,0.034,-14.2305,142.234,160.67,-0.5203,-0.5374,0.6637,249,5
0.0033,0.1309,-14.2472,142.212,160.691,-0.5574,-0.4689,0.6852,249,5
0.0044,0.1149,-14.3224,142.151,160.779,-0.4401,-0.2682,0.857,249,5
0.0025,0.2371,-13.8245,142.704,160.329,0.8816,-0.2521,0.399,250,5
0.0025,0.2218,-13.6155,142.644,160.424,0.9022,-0.0508,0.4284,250,5
0.0039,0.0256,-13.019,142.316,161.033,-0.9582,0.2395,0.1567,251,5
0.0039,0.0283,-13.0435,142.322,161.037,-0.8967,-0.3541,0.2657,251,5
0.0056,0.0876,-13.074,142.316,161.04,-0.7648,-0.4293,0.4804,251,5
0.0038,0.0592,-13.1445,142.279,161.078,-0.6862,-0.3749,0.6234,251,5
0.0036,0.0606,-13.1895,142.263,161.115,-0.5645,-0.3922,0.7263,251,5
0.0035,0.0693,-13.2231,142.231,161.156,-0.4835,-0.2923,0.8251,251,5
0.0033,0.0713,-13.2577,142.212,161.214,-0.4433,-0.3052,0.8428,251,5
0.003,0.0628,-13.2883,142.186,161.273,-0.4059,-0.2901,0.8667,251,5
0.003,0.061,-13.3144,142.168,161.327,-0.3831,-0.3096,0.8703,251,5
0.003,0.0724,-13.3379,142.15,161.38,-0.37,-0.3181,0.8729,251,5
0.003,0.131,-13.3655,142.127,161.443,-0.2731,-0.3166,0.9084,251,5
0.004,0.0215,-14.4629,145.37,160.274,0.2233,-0.787,0.5752,252,5
0.004,0.0282,-14.4581,145.353,160.287,0.9159,-0.0132,0.4013,252,5
0.0054,0.2454,-14.4196,145.388,160.336,0.861,-0.4813,0.1642,252,5
0.0052,0.0825,-14.2324,145.307,160.445,0.809,-0.3507,0.4717,252,5
0.0047,0.1054,-14.0976,145.242,160.458,0.2447,-0.2082,0.947,252,5
0.0042,0.1811,-14.0584,145.204,160.55,0.193,-0.2913,0.937,252,5
0.0042,0.1377,-14.6134,145.365,160.714,-0.512,-0.3749,0.7728,253,5
0.0042,0.135,-14.6839,145.313,160.821,0.1246,-0.5539,0.8232,253,5
0.0064,0.1713,-14.8025,145.636,160.923,-0.4278,0.6971,0.5753,254,5
0.0042,0.0752,-14.8743,145.761,161.018,-0.3211,0.625,0.7115,254,5
0.0042,0.1369,-14.9004,145.81,161.069,-0.2562,0.6069,0.7524,254,5
0.0045,0.0857,-14.9363,145.891,161.173,-0.1754,0.6402,0.7479,254,5
0.0034,0.0654,-14.9546,145.949,161.235,-0.1062,0.5768,0.8099,254,5
0.0029,0.0629,-14.9622,145.985,161.289,-0.079,0.5543,0.8286,254,5
0.0054,0.1487,-14.9628,146.027,161.337,-0.0452,0.55,0.834,254,5
0.0064,0.0715,-14.7528,145.649,161.153,0.7672,-0.3748,0.5206,255,5
0.0064,0.0712,-14.6979,145.621,161.189,0.713,-0.3684,0.5966,255,5
0.0074,0.0833,-14.642,145.595,161.228,0.5916,-0.3703,0.7161,255,5
0.0078,0.0869,-14.5875,145.566,161.285,0.5125,-0.2206,0.8299,255,5
0.0076,0.1764,-14.5411,145.546,161.356,0.4909,-0.13,0.8614,255,5
0.0062,0.068,-14.7593,145.656,161.092,0.6716,0.6087,0.4224,256,5
0.0047,0.1536,-14.7143,145.703,161.114,0.701,0.5755,0.4212,256,5
0.006,0.1116,-14.6017,145.799,161.169,0.551,0.4995,0.6685,256,5
0.0057,0.1723,-14.5306,145.854,161.238,0.4547,0.5266,0.7183,256,5
0.004,0.217,-14.7609,145.676,161.171,-0.1922,0.9781,0.0805,257,5
0.0046,0.1944,-14.7597,145.704,161.252,-0.4947,0.5541,0.6695,258,5
0.0052,0.1151,-14.8592,145.812,161.38,-0.3446,0.5341,0.772,258,5
0.0056,0.0632,-14.9013,145.874,161.468,-0.2355,0.4973,0.835,258,5
0.0048,0.1343,-14.9155,145.907,161.52,-0.2834,0.5186,0.8067,258,5
0.0032,0.0733,-14.6263,145.774,161.837,0.1451,0.4291,0.8915,259,5
0.0032,0.1507,-14.6156,145.805,161.902,0.1966,0.1812,0.9636,259,5
0.0089,0.0709,-14.9001,145.539,160.704,-0.8378,0.5111,-0.1922,260,5
0.0088,0.0683,-14.9586,145.582,160.69,-0.9253,0.1587,0.3444,260,5
0.0068,0.0583,-15.0934,145.61,160.718,0.0638,0.0249,0.9977,260,5
0.0076,0.156,-15.1168,145.612,160.762,-0.4582,-0.0716,0.886,260,5
0.0043,0.0694,-15.1861,145.604,160.901,-0.3568,-0.0755,0.9311,260,5
0.0047,0.0609,-15.2122,145.594,160.965,-0.3138,0.0064,0.9495,260,5
0.0042,0.0661,-15.2321,145.594,161.023,-0.2376,-0.0222,0.9711,260,5
0.0045,0.0671,-15.246,145.592,161.088,-0.2728,-0.0138,0.962,260,5
0.0045,0.0959,-15.2642,145.591,161.152,-0.2948,0.0222,0.9553,260,5
0.0037,0.0725,-15.2921,145.593,161.244,-0.2588,0.0204,0.9657,260,5
0.0035,0.0684,-15.3112,145.593,161.314,-0.2457,0.0997,0.9642,260,5
0.0075,0.1135,-15.3246,145.593,161.382,-0.1931,0.1276,0.9728,260,5
0.0067,0.0865,-15.3507,145.607,161.492,-0.1549,0.1482,0.9767,260,5
0.0063,0.1453,-14.8756,145.391,161.032,0.3542,-0.7426,0.5684,261,5
0.0063,0.1119,-14.8263,145.285,161.116,0.2869,-0.5722,0.7683,261,5
0.0063,0.0576,-14.79,145.211,161.196,0.3048,-0.4086,0.8603,261,5
0.0063,0.0544,-14.7793,145.194,161.249,0.3208,-0.2132,0.9228,261,5
0.0063,0.0878,-14.7559,145.182,161.298,0.2447,-0.2809,0.928,261,5
0.0063,0.0574,-14.734,145.155,161.378,0.2373,-0.2536,0.9378,261,5
0.0063,0.1027,-14.709,145.135,161.431,0.0133,-0.216,0.9763,261,5
0.0063,0.1452,-14.6753,145.107,161.531,0.006,-0.0801,0.9968,261,5
0.0063,0.0408,-14.6725,145.094,161.676,0.5265,0.6988,-0.4842,261,5
0.0018,0.1544,-14.8387,145.298,161.745,-0.5097,-0.3392,0.7906,262,5
0.0042,0.0734,-14.8268,145.299,161.788,-0.0397,0.0345,0.9986,263,5
0.0042,0.0869,-14.8297,145.301,161.862,0.1644,0.1169,0.9794,263,5
0.0042,0.1037,-14.8092,145.302,161.949,0.1029,0.2701,0.9573,263,5
0.0032,0.1185,-15.3857,144.944,160.317,0.6153,-0.5914,0.5212,264,5
0.0032,0.0972,-15.3128,144.874,160.379,0.6303,0.3754,0.6795,264,5
0.0078,0.0462,-15.5658,144.897,160.359,-0.8084,0.0788,0.5834,265,5
0.0074,0.0453,-15.6031,144.9,160.386,-0.5293,0.1775,0.8297,265,5
0.0143,0.2079,-15.6401,144.938,160.418,-0.6506,-0.1378,0.7468,265,5
0.0062,0.1401,-15.7392,144.926,160.598,-0.624,0.1753,0.7615,265,5
0.0116,0.1211,-15.588,145.009,160.355,-0.2094,0.8709,0.4445,266,5
0.0116,0.0828,-15.6123,145.114,160.41,-0.1591,0.8321,0.5314,266,5
0.0116,0.1263,-15.6277,145.186,160.449,-0.1317,0.8055,0.5778,266,5
0.0035,0.0428,-14.0133,143.738,160.892,0.233,-0.5702,0.7878,267,6
0.0035,0.1555,-14.0033,143.714,160.926,0.296,-0.4247,0.8556,267,6
0.003,0.2454,-12.7693,143.473,160.935,-0.388,-0.0988,-0.9164,268,6
0.003,0.1124,-12.8655,143.455,160.708,-0.4302,-0.3725,-0.8223,268,6
0.003,0.1477,-12.9321,143.406,160.573,-0.556,-0.7435,0.3717,268,6
0.0029,0.1419,-12.9877,143.31,160.635,-0.1506,-0.2105,0.9659,268,6
0.0036,0.0596,-12.7504,144.015,160.718,0.5178,0.6704,-0.5314,269,6
0.0036,0.0272,-12.7195,144.055,160.686,0.7653,0.1672,0.6216,269,6
0.0026,0.0916,-12.6929,144.062,160.697,0.6834,0.1319,0.718,269,6
0.0035,0.0529,-12.6306,144.075,160.763,0.6502,0.1349,0.7477,269,6
0.0035,0.0544,-12.594,144.083,160.801,0.5869,0.118,0.801,269,6
0.0034,0.0606,-12.5609,144.089,160.844,0.5278,0.1894,0.828,269,6
0.0025,0.0554,-12.5259,144.101,160.892,0.4571,0.1805,0.8709,269,6
0.0034,0.127,-12.4946,144.109,160.938,0.3815,0.14,0.9137,269,6
0.0044,0.2616,-14.2431,143.068,160.471,0.9826,-0.0842,0.1655,270,6
0.0044,0.0217,-13.9861,143.046,160.515,-0.1774,0.8246,0.5372,270,6
0.0044,0.167,-14.0216,143.127,160.516,0.2974,0.2945,0.9082,270,6
0.0044,0.142,-13.9724,143.172,160.67,0.0643,0.3611,0.9303,270,6
0.0044,0.0798,-13.9633,143.23,160.801,0.1147,0.1404,0.9834,270,6
0.0035,0.0744,-13.986,142.375,160.491,-0.5356,-0.6882,-0.4895,271,6
0.0025,0.0863,-14.0181,142.321,160.447,-0.6183,-0.7002,-0.3571,271,6
0.0025,0.2426,-14.0711,142.259,160.411,-0.833,-0.5499,0.0615,271,6
0.0049,0.1655,-14.2043,145.297,160.456,0.4251,0.2261,-0.8765,272,6
0.0048,0.0444,-14.1304,145.326,160.314,0.4756,0.5398,0.6945,272,6
0.0046,0.0872,-14.0738,145.331,160.324,0.6137,0.4128,0.6731,272,6
0.0042,0.1278,-14.0395,145.361,160.361,0.7519,-0.3583,-0.5534,272,6
0.0033,0.1094,-13.9397,145.321,160.281,0.94,-0.226,0.2554,272,6
0.0034,0.1035,-15.0998,145.613,160.716,-0.8669,0.4283,0.2552,273,6
0.0033,0.0553,-15.1895,145.657,160.742,-0.9404,0.2046,0.2715,273,6
0.0038,0.2259,-15.2435,145.669,160.752,-0.8983,0.1892,0.3965,273,6
0.0028,0.1864,-14.8727,145.372,161.048,-0.297,-0.6924,0.6576,274,6
0.0028,0.0936,-14.9281,145.243,161.17,-0.2986,-0.7574,0.5806,274,6
0.0025,0.1002,-12.9231,143.418,160.564,-0.4562,-0.6174,-0.6408,275,7
0.0025,0.1295,-12.9815,143.351,160.512,-0.3417,-0.7018,-0.6251,275,7
0.0034,0.0406,-12.7264,144.051,160.693,-0.5473,0.7377,0.3953,276,7
0.0034,0.0848,-12.72,144.056,160.682,-0.7646,-0.2559,-0.5916,276,7
0.0034,0.106,-12.7891,144.059,160.604,-0.8178,-0.4882,-0.3046,276,7
0.0034,0.1646,-12.8944,144.049,160.57,-0.7504,-0.3162,0.5805,276,7
