radius (m),length (m),x,y,z,a,b,c,branch,branch_order
0.0039,0.1987,-8.1403,142.893,161.485,0.1341,-0.71,0.6914,554,3
0.0033,0.1167,-8.0705,142.919,161.621,-0.8474,0.5157,-0.1265,555,3
0.0033,0.1376,-8.1694,142.979,161.607,0.2485,-0.3252,0.9124,555,3
0.0037,0.1134,-7.9155,142.845,162.204,0.6619,-0.1295,0.7384,556,3
0.0037,0.2021,-7.8341,142.838,162.286,0.5191,-0.2807,0.8073,556,3
0.0048,0.2515,-7.9729,142.865,162.027,-0.7359,0.4343,-0.5195,557,3
0.0047,0.0181,-8.1579,142.974,161.897,-0.2537,0.6169,-0.745,557,3
0.0068,0.1057,-8.2172,143.023,161.922,-0.2678,0.4763,-0.8375,557,3
0.0073,0.1084,-8.1698,143.108,161.789,-0.5984,0.4748,-0.6454,557,3
0.0061,0.2577,-8.2038,143.184,161.756,-0.8128,0.3725,0.4479,557,3
0.0058,0.2793,-8.4881,143.28,161.832,-0.4633,-0.048,0.8849,557,3
0.0055,0.1901,-8.6377,143.345,162.074,0.2154,0.1187,0.9693,557,3
0.0042,0.0703,-8.6156,143.366,162.259,0.0282,0.0649,0.9975,557,3
0.0039,0.1389,-8.6137,143.371,162.329,0.024,0.0554,0.9982,557,3
0.0036,0.2766,-8.0058,142.877,161.872,-0.3714,-0.3292,0.8681,558,3
0.0039,0.0816,-7.9814,142.859,161.935,0.4199,-0.5547,0.7184,559,3
0.0039,0.0588,-7.9471,142.813,161.994,0.1391,-0.5517,0.8224,559,3
0.004,0.1012,-7.9396,142.777,162.04,0.1665,-0.4709,0.8663,559,3
0.0045,0.0706,-7.923,142.729,162.128,0.1803,-0.4105,0.8939,559,3
0.0038,0.0728,-7.9094,142.7,162.191,0.1841,-0.3741,0.9089,559,3
0.0035,0.127,-7.8943,142.672,162.256,0.0782,-0.3067,0.9486,559,3
0.0035,0.251,-7.9567,142.864,162.029,0.2383,0.5577,0.7951,560,3
0.0025,0.046,-7.929,142.858,162.171,0.1855,0.816,0.5475,561,3
0.0025,0.0628,-7.9196,142.874,162.208,-0.3336,0.4397,0.8339,561,3
0.0031,0.0944,-7.9357,142.911,162.256,-0.8918,0.3971,-0.2166,561,3
0.0041,0.2047,-7.9022,142.829,162.289,0.2075,-0.4863,0.8488,562,3
0.0043,0.0512,-7.8653,142.733,162.464,0.0943,-0.3805,0.92,562,3
0.0052,0.1096,-7.8582,142.713,162.511,0.0877,-0.3063,0.9479,562,3
0.0025,0.1902,-8.6242,141.438,161.573,0.6577,-0.0918,0.7476,563,3
0.0026,0.1262,-8.3018,142.087,161.051,-0.0078,0.1621,0.9868,564,4
0.0021,0.1119,-8.2984,142.107,161.176,-0.0633,0.1596,0.9852,564,4
0.0023,0.0557,-8.3058,142.124,161.286,-0.0289,0.1165,0.9928,564,4
0.0019,0.1139,-8.309,142.133,161.341,0.0153,0.0784,0.9968,564,4
0.0025,0.2294,-8.1875,142.206,161.071,-0.5879,-0.013,-0.8089,565,4
0.0025,0.0666,-8.2943,142.215,160.861,-0.5225,-0.3612,-0.7724,565,4
0.0048,0.1105,-8.2463,142.17,160.932,-0.4955,0.7237,-0.4803,566,4
0.0047,0.0938,-8.3345,142.267,160.871,-0.0931,0.2201,0.971,566,4
0.0032,0.0775,-8.3447,142.298,160.96,-0.1507,0.259,0.9541,566,4
0.0045,0.0768,-8.3598,142.319,161.033,-0.0627,0.2429,0.968,566,4
0.0034,0.1223,-8.3653,142.337,161.107,-0.0449,0.1935,0.9801,566,4
0.0027,0.066,-8.3698,142.363,161.227,-0.1096,0.1559,0.9817,566,4
0.0029,0.1193,-8.3777,142.374,161.292,-0.1419,0.1019,0.9846,566,4
0.0043,0.0483,-8.2408,142.175,160.942,0.0335,0.8613,0.507,567,4
0.0043,0.0188,-8.2392,142.216,160.967,0.0222,0.5275,0.8493,567,4
0.0055,0.1914,-8.2353,142.235,160.978,-0.0474,0.4597,0.8868,567,4
0.0052,0.0885,-8.2509,142.323,161.148,0.018,0.382,0.924,567,4
0.0035,0.0822,-8.253,142.357,161.23,-0.0434,0.4218,0.9056,567,4
0.0049,0.1792,-8.2507,142.398,161.303,-0.0718,0.2488,0.9659,567,4
0.0045,0.1135,-8.2652,142.442,161.476,-0.1486,0.19,0.9705,567,4
0.0057,0.037,-7.4378,142.462,161.232,0.0674,-0.5618,0.8245,568,4
0.0057,0.0178,-7.4345,142.459,161.26,0.8384,0.0439,0.5433,568,4
0.0057,0.1046,-7.4079,142.471,161.262,0.6091,-0.0964,0.7872,568,4
0.0052,0.096,-7.3377,142.468,161.339,0.5786,0.0802,0.8117,568,4
0.0061,0.0611,-7.2745,142.329,160.622,-0.2709,0.1843,0.9448,569,4
0.0039,0.0574,-7.285,142.333,160.683,-0.2727,0.2355,0.9328,569,4
0.0055,0.0526,-7.3429,142.361,160.767,0.6008,0.1112,0.7916,569,4
0.0039,0.2172,-7.3225,142.68,161.355,0.2067,-0.9357,0.286,570,4
0.0039,0.1711,-7.2776,142.477,161.417,0.5021,0.0525,0.8632,570,4
0.0025,0.1704,-7.3281,142.68,161.361,-0.4073,-0.857,0.3156,571,4
0.0025,0.2238,-7.3886,142.516,161.42,-0.8925,-0.3504,0.284,571,4
0.0052,0.177,-7.9989,141.824,161.049,-0.0176,-0.0118,0.9998,572,4
0.0076,0.0602,-8.0092,141.82,161.226,0.0603,0.0476,0.997,572,4
0.0044,0.0689,-7.9948,141.828,161.286,-0.001,0.1162,0.9932,572,4
0.0043,0.1294,-7.9947,141.835,161.354,-0.0006,0.0935,0.9956,572,4
0.0084,0.1321,-7.997,141.837,161.485,-0.0286,0.2163,0.9759,572,4
0.0025,0.1352,-7.9244,141.268,160.854,-0.0906,-0.9958,-0.0124,573,4
0.0025,0.1136,-7.9372,141.134,160.85,-0.5821,-0.8082,-0.0888,573,4
0.0053,0.0715,-7.3975,141.251,162.691,-0.7012,-0.4789,0.5281,574,4
0.0053,0.0727,-7.4344,141.213,162.723,0.1294,-0.6023,0.7877,574,4
0.0055,0.1868,-7.4373,141.148,162.771,-0.0363,-0.404,0.914,574,4
0.0037,0.1553,-7.4193,141.458,162.395,0.2058,-0.0045,-0.9786,575,4
0.0068,0.0846,-6.9627,141.887,162.36,-0.2499,0.0601,-0.9664,576,4
0.0068,0.1146,-6.9839,141.892,162.278,-0.3289,-0.0537,-0.9429,576,4
0.0067,0.0809,-7.0199,141.886,162.169,-0.3688,-0.0647,-0.9273,576,4
0.0059,0.076,-7.0493,141.881,162.094,-0.3723,-0.0567,-0.9264,576,4
0.0088,0.0909,-7.0836,141.874,162.026,-0.4136,0.038,-0.9097,576,4
0.0093,0.1617,-7.1333,141.882,161.949,-0.4656,-0.0971,-0.8797,576,4
0.0082,0.0517,-7.2157,141.874,161.804,-0.3908,0.0481,0.9192,576,4
0.004,0.1321,-6.9463,141.864,162.324,0.716,-0.024,0.6977,577,4
0.004,0.1395,-6.8517,141.861,162.416,0.5846,-0.2236,0.7799,577,4
0.0052,0.0832,-7.5701,141.34,162.23,0.7608,-0.0259,0.6485,578,4
0.0052,0.1435,-7.5068,141.338,162.284,0.1993,-0.6024,-0.7729,578,4
0.009,0.1875,-7.2836,141.99,162.067,0.1693,0.543,0.8225,579,4
0.0085,0.2859,-7.249,142.116,162.209,0.0824,0.4517,0.8883,579,4
0.0071,0.149,-7.2256,142.245,162.463,0.0651,0.0021,0.9979,579,4
0.0071,0.0686,-7.1968,142.253,162.608,0.138,0.1137,0.9839,579,4
0.0044,0.0595,-7.1964,142.257,162.677,0.1554,0.1051,0.9822,579,4
0.0044,0.1135,-7.1871,142.263,162.736,0.1714,0.0937,0.9807,579,4
0.0064,0.3369,-7.2855,141.982,161.946,-0.0766,-0.1962,-0.9776,580,4
0.006,0.1152,-7.2867,141.908,161.596,0.6626,0.3705,0.6509,580,4
0.0049,0.083,-7.2073,141.964,161.662,0.6119,0.3408,0.7138,580,4
0.0061,0.0615,-7.1556,141.989,161.722,0.5375,0.4052,0.7395,580,4
0.004,0.083,-7.119,142.014,161.765,0.5359,0.4011,0.743,580,4
0.0044,0.0797,-7.0724,142.048,161.826,0.4471,0.324,0.8337,580,4
0.0049,0.2765,-7.0289,142.072,161.889,0.3959,0.3223,0.8599,580,4
0.0035,0.1044,-6.919,142.165,162.126,0.3777,0.3118,0.8718,580,4
0.0039,0.207,-6.8777,142.198,162.216,0.3077,0.2851,0.9078,580,4
0.0033,0.1224,-7.2654,141.99,162.061,0.606,0.0963,0.7896,581,4
0.0027,0.1119,-7.1868,142.002,162.155,0.5213,0.12,0.8449,581,4
0.0048,0.0671,-7.1339,142.015,162.253,0.5257,0.1165,0.8426,581,4
0.0039,0.1976,-7.0965,142.025,162.308,0.5048,0.0949,0.858,581,4
0.0029,0.0689,-7.2679,142.025,162.226,0.6346,0.2284,0.7383,582,4
0.0029,0.08,-7.2223,142.04,162.276,0.5566,0.2413,0.795,582,4
0.004,0.0676,-7.1773,142.06,162.339,0.4975,0.2305,0.8363,582,4
0.0034,0.1695,-7.1412,142.077,162.394,0.4289,0.1926,0.8826,582,4
0.0029,0.1079,-7.2743,142.063,162.474,0.1836,0.6128,0.7686,583,4
0.0039,0.1756,-7.2546,142.131,162.556,0.1445,0.5346,0.8326,583,4
0.0025,0.2176,-7.2806,142.056,162.491,-0.6004,-0.3591,0.7145,584,4
0.0025,0.1411,-7.2715,142.071,162.57,0.271,0.3542,0.8951,585,4
0.0025,0.1428,-7.2333,142.121,162.696,0.3208,0.2678,0.9085,585,4
0.0032,0.0973,-7.2793,142.069,162.55,-0.4141,0.5971,0.687,586,4
0.0032,0.1292,-7.3195,142.128,162.617,-0.4698,0.5447,0.6947,586,4
0.0025,0.1003,-7.4492,141.488,161.62,-0.3183,0.227,0.9204,587,4
0.0029,0.1411,-7.4849,141.517,161.71,-0.2858,0.1771,0.9418,587,4
0.0025,0.201,-7.521,141.548,161.844,-0.175,0.0241,0.9843,587,4
0.0025,0.189,-7.4617,141.504,161.513,-0.1583,-0.4793,0.8633,588,4
0.0025,0.132,-7.5082,141.411,161.676,0.1128,-0.6252,0.7723,588,4
0.0044,0.2959,-7.46,141.503,161.522,0.2152,0.2953,0.9309,589,4
0.0044,0.2098,-7.443,141.079,161.742,-0.3583,-0.335,0.8715,590,4
0.0037,0.0925,-7.5187,141.005,161.923,-0.3923,-0.2784,0.8767,590,4
0.008,0.1166,-7.5566,140.989,162.007,-0.3063,-0.3175,0.8974,590,4
0.0037,0.1076,-7.6032,140.955,162.107,-0.4283,-0.0132,0.9036,590,4
0.0034,0.0701,-7.4278,141.084,161.792,0.7205,-0.0394,0.6924,591,4
0.0034,0.03,-7.3773,141.081,161.841,0.7154,0.0826,0.6938,591,4
0.0033,0.0872,-7.3556,141.083,161.861,0.703,0.11,0.7027,591,4
0.0033,0.0763,-7.292,141.092,161.921,0.617,0.1164,0.7783,591,4
0.0036,0.1373,-7.2403,141.102,161.977,0.5478,0.0998,0.8306,591,4
0.0045,0.2051,-7.1647,141.117,162.09,0.3394,0.4193,0.842,591,4
0.0037,0.0827,-7.4283,141.089,161.856,0.3531,-0.4508,0.8198,592,4
0.0045,0.0957,-7.4042,141.048,161.925,0.4065,-0.3764,0.8325,592,4
0.0034,0.1846,-7.3589,141.013,162.003,0.3362,-0.409,0.8483,592,4
0.0068,0.2034,-7.4247,141.116,161.911,0.0598,0.0703,0.9957,593,4
0.0079,0.059,-7.4074,141.13,162.113,-0.0004,0.1557,0.9878,593,4
0.0077,0.1276,-7.4208,141.146,162.173,0.1085,-0.0028,0.9941,593,4
0.0078,0.0546,-7.4168,141.15,162.299,-0.023,0.1561,0.9875,593,4
0.0077,0.1011,-7.4178,141.145,162.361,0.0355,0.5262,0.8496,593,4
0.0075,0.0521,-7.4439,141.193,162.437,-0.3495,0.6218,0.7008,593,4
0.0068,0.2,-7.4603,141.237,162.467,-0.2762,0.4924,0.8254,593,4
0.006,0.1357,-7.0842,141.314,162.11,-0.3637,0.1229,-0.9234,594,4
0.006,0.0609,-7.1386,141.326,161.973,-0.2734,0.9293,-0.2485,594,4
0.0026,0.2002,-7.0073,141.294,162.3,0.8164,-0.122,0.5644,595,4
0.0044,0.1646,-7.0048,141.292,162.347,0.2464,-0.4921,0.835,596,4
0.0051,0.0657,-6.9609,141.307,162.449,0.2722,-0.1789,0.9455,597,4
0.0051,0.0609,-6.943,141.295,162.512,0.152,-0.0437,0.9874,597,4
0.0051,0.0715,-6.9344,141.293,162.572,0.1653,-0.0332,0.9857,597,4
0.0051,0.1096,-6.9215,141.291,162.642,0.1364,-0.0534,0.9892,597,4
0.0025,0.2184,-7.3717,141.768,160.753,-0.3419,-0.907,-0.246,598,4
0.0025,0.1811,-7.4464,141.57,160.699,0.7518,-0.5582,0.3509,598,4
0.003,0.1221,-7.0709,142.227,161.135,-0.0761,0.2851,-0.9555,599,4
0.003,0.2175,-7.0802,142.262,161.019,-0.3593,0.1136,-0.9263,599,4
0.0046,0.1159,-7.097,142.198,161.028,-0.5659,-0.7775,-0.2743,600,4
0.0046,0.0475,-7.1626,142.107,160.996,-0.7557,-0.5879,-0.2886,600,4
0.0053,0.2375,-7.2252,142.075,161.046,-0.8236,-0.4266,-0.3737,600,4
0.0053,0.1121,-7.3789,141.945,160.945,0.3074,0.0431,0.9506,600,4
0.0046,0.121,-7.3442,141.949,161.052,0.4811,0.3881,0.7861,600,4
0.0046,0.027,-6.8764,141.68,161.156,0.4908,-0.8711,0.0147,601,4
0.0046,0.0735,-6.8631,141.656,161.156,0.8322,-0.4491,0.3251,601,4
0.0036,0.0851,-6.7985,141.627,161.176,0.8248,-0.4223,0.376,601,4
0.0037,0.0613,-6.7278,141.591,161.208,0.7622,-0.4374,0.4771,601,4
0.0038,0.0973,-6.6802,141.563,161.235,0.7224,-0.4247,0.5457,601,4
0.0035,0.0517,-6.6092,141.522,161.288,0.7464,-0.3202,0.5834,601,4
0.0038,0.0682,-6.5689,141.505,161.316,0.6787,-0.3017,0.6696,601,4
0.0041,0.3985,-6.5253,141.49,161.357,-0.3697,-0.7488,-0.5501,601,4
0.01,0.0302,-6.8824,141.681,161.258,0.6826,0.7071,-0.1845,602,4
0.0045,0.2369,-6.8517,141.734,161.216,0.7896,0.3317,0.5162,602,4
0.0036,0.0849,-6.7166,142.013,161.492,0.5783,0.7906,0.2013,603,4
0.0036,0.1612,-6.6674,142.08,161.509,0.5609,0.6404,0.5247,603,4
0.0043,0.1417,-7.2625,141.856,161.414,0.7254,0.173,0.6663,604,4
0.0038,0.0881,-7.1594,141.881,161.508,0.7267,0.1733,0.6647,604,4
0.0043,0.0967,-7.0951,141.894,161.567,0.6557,0.1937,0.7297,604,4
0.0054,0.2036,-7.0344,141.912,161.64,0.5954,0.2481,0.7642,604,4
0.0082,0.1819,-9.4406,142.083,160.06,0.4016,-0.1347,-0.9059,605,4
0.0082,0.1033,-9.3902,142.059,159.885,0.4073,-0.1137,-0.9062,605,4
0.0082,0.1878,-9.3802,141.977,159.74,0.7321,0.1482,-0.6649,605,4
0.0082,0.1513,-9.2949,142.002,159.581,0.4778,0.458,-0.7496,605,4
0.0078,0.2604,-8.8799,141.686,160.662,0.0384,0.1173,0.9924,606,4
0.0039,0.3201,-9.7127,140.718,160.57,0.7262,-0.6724,0.1434,607,4
0.0027,0.299,-9.8244,140.712,160.656,-0.6847,-0.4075,0.6043,608,4
0.0029,0.1518,-9.6922,140.401,160.527,-0.7722,0.6347,0.028,609,4
0.0029,0.1451,-9.8192,140.489,160.556,0.1273,-0.9554,-0.2665,609,4
0.0088,0.138,-10.2965,140.49,161.077,-0.278,-0.4453,0.8512,610,4
0.0162,0.112,-10.3543,140.433,161.208,0.2422,-0.7373,0.6306,610,4
0.0075,0.0924,-10.309,140.355,161.276,0.2606,-0.7152,0.6485,610,4
0.0071,0.069,-10.2843,140.286,161.333,0.1789,-0.6935,0.6979,610,4
0.0068,0.0699,-10.2737,140.236,161.38,0.2728,-0.5881,0.7614,610,4
0.013,0.0952,-10.247,140.202,161.437,0.2507,-0.6468,0.7203,610,4
0.0056,0.0732,-10.2388,140.137,161.508,0.222,-0.4876,0.8443,610,4
0.0066,0.1149,-10.225,140.1,161.57,0.2006,-0.3436,0.9174,610,4
0.0034,0.1621,-10.2055,140.065,161.678,0.1467,-0.4202,0.8955,610,4
0.0143,0.2114,-10.0029,140.918,160.606,-0.8593,0.3221,0.3974,611,4
0.0143,0.0822,-10.1846,140.986,160.69,-0.6937,0.0525,0.7183,611,4
0.0138,0.0506,-10.2415,140.985,160.754,-0.8084,0.3745,0.4541,611,4
0.0138,0.1399,-10.3349,141.003,160.76,-0.2941,0.3326,0.896,611,4
0.0111,0.046,-10.1269,140.747,160.752,-0.933,0.3597,0.009,612,4
0.0109,0.1197,-10.1698,140.763,160.752,-0.9019,-0.1768,-0.3942,612,4
0.0112,0.0354,-10.2783,140.743,160.7,-0.9743,-0.2087,0.0845,612,4
0.0114,0.339,-10.3162,140.738,160.693,-0.9511,-0.1416,0.2746,612,4
0.0105,0.1907,-10.1275,140.703,160.767,0.2402,-0.9689,-0.0596,613,4
0.0129,0.0884,-10.0805,140.519,160.763,-0.1322,-0.9807,0.1437,613,4
0.0137,0.0646,-10.0697,140.433,160.758,0.3069,-0.8772,0.3691,613,4
0.0139,0.0633,-10.0346,140.379,160.813,0.8713,-0.2616,-0.4152,613,4
0.0092,0.6188,-9.9202,140.241,160.607,0.9628,0.1985,0.1836,613,4
0.0064,0.0919,-10.2069,140.572,160.945,0.479,-0.355,0.8028,614,4
0.0064,0.0899,-10.162,140.538,161.017,0.467,-0.3109,0.8278,614,4
0.0064,0.1991,-10.1215,140.509,161.092,0.4534,-0.2798,0.8462,614,4
0.0026,0.161,-10.2426,140.582,160.967,-0.6376,0.1259,0.76,615,4
0.0026,0.1955,-10.3453,140.602,161.089,-0.5016,0.1577,0.8506,615,4
0.0129,0.106,-10.2475,140.497,161.034,0.3392,-0.5825,0.7387,616,4
0.0176,0.226,-10.1993,140.419,161.103,0.2695,-0.3444,0.8993,616,4
0.0156,0.2338,-10.1165,140.32,161.293,0.1458,-0.4069,0.9017,616,4
0.0131,0.0718,-10.0556,140.219,161.495,0.2324,-0.3307,0.9147,616,4
0.0132,0.1018,-10.0388,140.196,161.561,0.3071,-0.313,0.8988,616,4
0.0066,0.0821,-10.0217,140.162,161.656,0.3015,-0.3009,0.9048,616,4
0.0066,0.088,-9.995,140.138,161.731,0.1794,-0.3039,0.9357,616,4
0.0031,0.1297,-9.9757,140.108,161.812,0.1993,-0.1396,0.9699,616,4
0.0141,0.4572,-10.2,140.626,160.828,-0.7077,-0.6802,0.1912,617,4
0.0125,0.2424,-10.5236,140.315,160.916,-0.5788,-0.4851,0.6555,617,4
0.0106,0.4429,-10.4571,140.298,161.24,-0.115,-0.7776,0.6182,617,4
0.0077,0.0546,-10.5446,139.986,161.527,-0.24,-0.5993,0.7637,617,4
0.006,0.1448,-10.5497,139.949,161.569,-0.2351,-0.4411,0.8661,617,4
0.0056,0.1993,-10.3458,140.415,161.546,0.0863,-0.704,0.7049,618,4
0.0079,0.1723,-10.3218,140.275,161.687,0.0274,-0.6499,0.7595,618,4
0.0084,0.0742,-10.3048,140.157,161.816,-0.0997,-0.4894,0.8663,618,4
0.0079,0.0501,-10.3115,140.161,161.902,0.0912,-0.4659,0.8801,618,4
0.0077,0.1946,-10.131,140.064,161.924,-0.2,-0.6826,0.7029,618,4
0.0076,0.1035,-10.1528,139.948,162.062,0.019,-0.1181,0.9928,618,4
0.0038,0.2604,-10.2767,140.49,161.374,-0.0813,0.5125,0.8548,619,4
0.006,0.2395,-10.3523,140.431,161.466,-0.6448,0.3173,0.6954,620,4
0.0053,0.0477,-10.4382,140.464,161.594,0.6392,0.5474,0.5401,620,4
0.0055,0.2445,-10.4182,140.485,161.618,-0.442,0.5095,0.7383,620,4
0.003,0.2694,-10.2916,140.478,161.213,-0.4521,-0.4434,0.774,621,4
0.003,0.0293,-10.4134,140.358,161.422,-0.5008,-0.395,0.7702,621,4
0.0031,0.1078,-10.431,140.346,161.443,-0.4667,-0.4024,0.7876,621,4
0.0032,0.0757,-10.4854,140.302,161.525,-0.4593,-0.3831,0.8014,621,4
0.0034,0.0557,-10.5202,140.273,161.585,-0.4441,-0.3914,0.806,621,4
0.0031,0.1998,-10.5446,140.251,161.63,-0.4174,-0.3581,0.8352,621,4
0.0046,0.074,-10.3377,140.391,162.105,-0.6467,-0.2542,0.7191,622,4
0.0046,0.1607,-10.3914,140.361,162.148,-0.2362,-0.5572,0.7961,622,4
0.0166,0.0301,-10.3396,140.432,161.633,-0.4447,0.4874,0.7514,623,4
0.0164,0.0302,-10.344,140.444,161.656,0.1261,0.4789,0.8688,623,4
0.011,0.2184,-10.3266,140.482,161.667,0.1003,0.5076,0.8557,623,4
0.0127,0.0434,-10.3008,140.583,161.859,-0.0583,0.446,0.8932,623,4
0.0088,0.1517,-10.3017,140.604,161.897,-0.1198,0.5784,0.8069,623,4
0.0027,0.0719,-10.3441,140.407,161.656,-0.6739,-0.555,0.4877,624,4
0.0036,0.2474,-10.4012,140.364,161.681,-0.5508,-0.5243,0.6494,624,4
0.0144,0.1499,-10.3438,140.414,161.701,-0.5021,0.2377,0.8315,625,4
0.0137,0.0614,-10.4224,140.45,161.823,-0.4947,0.2127,0.8427,625,4
0.0075,0.0592,-10.4669,140.458,161.869,-0.4398,0.1917,0.8774,625,4
0.0061,0.1062,-10.4946,140.468,161.921,-0.4095,0.2334,0.882,625,4
0.0031,0.166,-10.5347,140.494,162.015,-0.3894,0.2468,0.8874,625,4
0.0033,0.2711,-10.3229,140.401,162.282,0.4984,0.176,0.8489,626,4
0.0041,0.1242,-10.3444,140.404,162.308,-0.4708,0.2751,0.8382,627,4
0.0041,0.1598,-10.4044,140.432,162.414,-0.4252,0.3254,0.8446,627,4
0.0041,0.1405,-10.4763,140.459,162.56,-0.3101,0.4346,0.8455,627,4
0.0025,0.1194,-10.3479,140.415,162.425,-0.3584,0.3035,0.8829,628,4
0.0037,0.0796,-10.3955,140.448,162.529,-0.3584,0.3561,0.863,628,4
0.0024,0.1039,-10.4279,140.492,162.583,-0.3712,0.5902,0.7168,628,4
0.0042,0.085,-10.3375,140.405,162.523,0.1566,0.0277,0.9873,629,4
0.0031,0.0611,-10.3228,140.408,162.607,0.1086,0.0318,0.9936,629,4
0.0062,0.0525,-10.3058,140.413,162.667,0.0944,0.0256,0.9952,629,4
0.0129,0.0731,-10.2949,140.427,162.717,-0.1101,0.2037,0.9728,629,4
0.0025,0.1773,-9.9714,140.517,161.664,0.203,-0.4395,-0.875,630,4
0.0025,0.1697,-9.925,140.433,161.498,-0.4886,0.4579,-0.7427,630,4
0.0025,0.2306,-9.883,140.486,162.542,0.4177,-0.5387,0.7316,631,4
0.0025,0.1059,-9.8486,140.476,162.725,0.3018,-0.8758,0.3766,632,4
0.0025,0.1094,-9.3594,141.232,161.086,-0.7769,-0.1255,-0.617,633,4
0.0025,0.2133,-9.3761,141.237,160.992,-0.2999,-0.1981,-0.9332,633,4
0.0025,0.1045,-9.3882,141.406,161.019,-0.8244,0.2158,-0.5233,634,4
0.0025,0.1046,-9.4738,141.428,160.959,-0.0404,-0.9833,0.1773,634,4
0.0025,0.0651,-9.5053,141.338,160.977,-0.4248,-0.8692,-0.253,634,4
0.0049,0.207,-9.4059,141.432,161.066,0.7144,0.535,0.4511,635,4
0.0047,0.1253,-9.383,141.431,161.171,-0.4879,0.6084,0.6259,635,4
0.0043,0.3053,-9.5307,141.65,161.165,0.7878,0.1234,-0.6034,635,4
0.0041,0.086,-9.3187,141.675,160.969,0.3888,0.0094,-0.9213,635,4
0.0026,0.0895,-9.2851,141.674,160.89,0.3255,-0.0196,-0.9453,635,4
0.0036,0.1454,-9.2548,141.654,160.803,0.2051,0.1099,-0.9726,635,4
0.0024,0.0438,-9.8867,141.343,161.312,-0.9796,-0.1615,0.1195,636,4
0.0024,0.1313,-9.9296,141.336,161.318,-0.2098,-0.0734,-0.975,636,4
0.0025,0.136,-9.8865,141.452,161.35,0.6156,-0.7748,-0.1439,637,4
0.0025,0.0486,-9.8912,141.421,161.368,0.1504,0.0967,0.9839,638,4
0.0025,0.1016,-9.8839,141.426,161.416,-0.9306,-0.3496,0.1084,638,4
0.0032,0.0897,-10.023,141.199,161.277,-0.6154,-0.2552,0.7458,639,4
0.0032,0.0759,-10.0782,141.176,161.344,-0.1074,-0.708,0.698,639,4
0.0032,0.1993,-10.0916,141.121,161.394,-0.1231,-0.6589,0.7421,639,4
0.0025,0.2468,-10.267,141.378,161.976,0.6613,0.5447,0.5158,640,4
0.0041,0.3009,-9.8743,141.068,162.02,0.6602,0.1572,0.7344,641,4
0.0037,0.271,-9.8711,141.066,161.91,0.4221,0.5436,0.7255,642,4
0.0025,0.0634,-9.8804,141.065,161.999,0.0409,-0.819,0.5724,643,4
0.0045,0.1629,-9.8636,141.007,162.03,0.0255,-0.6059,0.7951,643,4
0.0029,0.1127,-9.8632,140.907,162.159,0.1015,-0.5737,0.8128,643,4
0.0037,0.2661,-9.8883,141.062,161.894,-0.6246,0.0309,0.7804,644,4
0.0076,0.0995,-9.8746,141.054,161.865,0.219,-0.5811,0.7838,645,4
0.0067,0.0208,-9.8528,140.996,161.943,0.4797,-0.2631,0.837,645,4
0.0099,0.0914,-9.8379,141.003,161.968,0.3911,-0.5651,0.7265,645,4
0.0031,0.1751,-9.8084,140.945,162.033,0.3527,-0.4166,0.8379,645,4
0.0033,0.2106,-9.873,141.047,161.733,0.6013,-0.0182,0.7988,646,4
0.0039,0.1926,-9.745,141.05,161.901,0.5881,-0.0752,0.8053,646,4
0.0027,0.062,-9.8784,141.075,161.878,-0.005,0.9669,0.2552,647,4
0.0027,0.1937,-9.8787,141.135,161.893,0.2926,0.9151,0.2774,647,4
0.0029,0.1126,-9.8797,141.058,161.644,0.1968,0.6235,0.7566,648,4
0.0029,0.1525,-9.8635,141.135,161.724,-0.0328,0.6099,0.7918,648,4
0.0031,0.1787,-9.8803,141.054,161.59,0.6355,0.085,0.7674,649,4
0.0033,0.1743,-9.7644,141.07,161.726,0.4928,0.1357,0.8595,649,4
0.0027,0.0956,-9.9071,141.026,161.445,-0.5652,-0.3969,0.7232,650,4
0.0027,0.1337,-9.9662,140.988,161.511,-0.4754,-0.4005,0.7833,650,4
0.0029,0.1959,-10.0323,140.934,161.614,-0.3801,-0.3719,0.8469,650,4
0.0031,0.0738,-9.8944,141.003,161.302,0.6804,-0.1609,0.715,651,4
0.0031,0.2354,-9.8345,140.992,161.348,0.583,0.2556,0.7712,651,4
0.0033,0.1663,-9.7193,141.039,161.543,0.5141,0.0536,0.856,651,4
0.0049,0.053,-9.9218,141.001,161.227,-0.7169,-0.0168,0.6969,652,4
0.0049,0.1326,-9.9677,141.002,161.258,-0.4696,0.461,0.753,652,4
0.0075,0.2651,-9.9078,140.969,161.004,0.3334,-0.2345,0.9131,653,4
0.0075,0.134,-9.8194,140.907,161.246,0.4091,-0.1023,0.9067,653,4
0.0024,0.1176,-10.267,141.327,162.042,-0.5904,-0.4756,0.6521,654,4
0.003,0.0742,-10.3367,141.27,162.118,-0.5692,-0.4406,0.6942,654,4
0.0033,0.0857,-10.3798,141.236,162.168,-0.5211,-0.3841,0.7622,654,4
0.0022,0.125,-10.4256,141.203,162.233,-0.4809,-0.3673,0.7961,654,4
0.0043,0.2028,-10.2633,141.348,162.053,0.5938,0.1014,0.7982,655,4
0.0043,0.0536,-10.1427,141.375,162.214,0.4567,0.1006,0.8839,655,4
0.0043,0.1176,-10.1164,141.378,162.262,0.3737,0.1627,0.9131,655,4
0.0033,0.2286,-10.2665,141.331,162.061,0.1625,-0.3673,0.9158,656,4
